No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional,Team
77,Broderick Jones,22,T,17,11,311,6-5,Georgia,5/16/2001,Rook,5,Pittsburgh Steelers / 1st / 14th pick / 2023,JoneBr09,PIT
23,Damontae Kazee,30,S,14,9,174,5-11,San Diego St.,6/5/1993,6,4,Atlanta Falcons / 5th / 149th pick / 2017,KazeDa00,PIT
28,Miles Killebrew,30,DB,17,1,222,6-2,Southern Utah,5/10/1993,7,8,Detroit Lions / 4th / 111th pick / 2016,KillMi00,PIT
25,Desmond King,29,CB,3,0,201,5-10,Iowa,12/14/1994,6,0,Los Angeles Chargers / 5th / 151st pick / 2017,KingDe01,PIT
46,Christian Kuntz,29,LS,17,0,228,6-1,Duquesne,4/13/1994,2,1,,KuntCh02,PIT
98,DeMarvin Leal,23,DE,12,4,290,6-4,Texas A&M,7/1/2000,1,2,Pittsburgh Steelers / 3rd / 84th pick / 2022,LealDe00,PIT
92,Isaiahh Loudermilk,26,DT,16,0,293,6-7,Wisconsin,10/10/1997,2,1,Pittsburgh Steelers / 5th / 156th pick / 2021,LoudIs00,PIT
40,Blake Martinez,29,LB,1,1,237,6-2,Stanford,1/9/1994,7,0,Green Bay Packers / 4th / 131st pick / 2016,MartBl01,PIT
26,Anthony McFarland Jr.,25,RB,3,0,193,5-8,Maryland,3/4/1998,3,0,Pittsburgh Steelers / 4th / 124th pick / 2020,McFaAn00,PIT
65,Dan Moore,25,T,16,16,315,6-5,Texas A&M,9/28/1998,2,7,Pittsburgh Steelers / 4th / 128th pick / 2021,MoorDa05,PIT
31,Keanu Neal,28,SS,9,8,211,6-0,Florida,7/26/1995,7,3,Atlanta Falcons / 1st / 17th pick / 2016,NealKe01,PIT
99,Larry Ogunjobi,29,DT,17,17,305,6-3,Charlotte,6/3/1994,6,8,Cleveland Browns / 3rd / 65th pick / 2017,OgunLa00,PIT
76,Chukwuma Okorafor,26,RT,14,7,320,6-6,Western Michigan,8/8/1997,5,3,Pittsburgh Steelers / 3rd / 92nd pick / 2018,OkorCh00,PIT
41,Qadree Ollison,27,RB,2,0,232,6-1,Pittsburgh,9/8/1996,4,0,Atlanta Falcons / 5th / 152nd pick / 2019,OlliQa00,PIT
89,Gunner Olszewski,27,WR,2,0,190,6-0,Bemidji St.,11/26/1996,4,0,,OlszGu00,PIT
20,Patrick Peterson,33,LCB,17,16,203,6-1,LSU,7/11/1990,12,6,Arizona Cardinals / 1st / 5th pick / 2011,PetePa00,PIT
14,George Pickens,22,WR,17,16,200,6-3,Georgia,3/4/2001,1,10,Pittsburgh Steelers / 2nd / 52nd pick / 2022,PickGe00,PIT
8,Kenny Pickett,25,QB,12,12,220,6-3,Pittsburgh,6/6/1998,1,6,Pittsburgh Steelers / 1st / 20th pick / 2022,PickKe00,PIT
42,James Pierre,27,CB,16,0,185,6-2,Florida Atlantic,9/16/1996,3,1,,PierJa01,PIT
24,Joey Porter Jr.,23,CB,17,11,193,6-2,Penn St.,7/26/2000,Rook,4,Pittsburgh Steelers / 2nd / 32nd pick / 2023,PortJo02,PIT
37,Elijah Riley,25,S,13,0,205,6-0,Army,6/12/1998,3,1,,RileEl01,PIT
50,Elandon Roberts,29,LB,16,15,238,6-1,Houston,4/22/1994,7,7,New England Patriots / 6th / 214th pick / 2016,RobeEl00,PIT
11,Allen Robinson,30,WR,17,17,210,6-2,Penn St.,8/24/1993,9,2,Jacksonville Jaguars / 2nd / 61st pick / 2014,RobiAl02,PIT
93,Mark Robinson,24,LB,17,2,235,5-11,"Presbyterian,SE Missouri St.,Mississippi",8/14/1999,1,2,Pittsburgh Steelers / 7th / 225th pick / 2022,RobiMa03,PIT
25,Eric Rowe,31,S,3,3,205,6-1,Utah,10/3/1992,8,1,Philadelphia Eagles / 2nd / 47th pick / 2015,RoweEr00,PIT
2,Mason Rudolph,28,QB,4,3,235,6-5,Oklahoma St.,7/17/1995,4,2,Pittsburgh Steelers / 3rd / 76th pick / 2018,RudoMa00,PIT
21,Darius Rush,23,CB,3,0,198,6-2,South Carolina,2/22/2000,Rook,0,Indianapolis Colts / 5th / 138th pick / 2023,RushDa00,PIT
73,Isaac Seumalo,30,G,17,17,303,6-4,Oregon St.,10/29/1993,7,6,Philadelphia Eagles / 3rd / 79th pick / 2016,SeumIs00,PIT
34,Chandon Sullivan,27,CB,17,2,189,5-11,Georgia St.,8/7/1996,5,2,,SullCh00,PIT
17,Trenton Thompson,26,DB,6,1,196,6-1,San Diego St.,12/18/1997,1,1,,ThomTr01,PIT
10,Mitchell Trubisky,29,QB,5,2,222,6-3,North Carolina,8/20/1994,6,2,Chicago Bears / 1st / 2nd pick / 2017,TrubMi00,PIT
38,Mykal Walker,26,LB,8,5,230,6-3,"Azusa Pacific,Fresno St.",8/28/1997,3,3,Atlanta Falcons / 4th / 119th pick / 2020,WalkMy00,PIT
29,Levi Wallace,28,CB,16,9,179,6-0,Alabama,6/12/1995,5,4,,WallLe00,PIT
30,Jaylen Warren,25,RB,17,0,215,5-8,"Snow College (UT),Utah St.,Oklahoma St.",11/1/1998,1,7,,WarrJa01,PIT
80,Darnell Washington,22,TE,17,7,264,6-7,Georgia,8/17/2001,Rook,1,Pittsburgh Steelers / 3rd / 93rd pick / 2023,WashDa03,PIT
90,T.J. Watt,29,LB,17,17,252,6-4,Wisconsin,10/11/1994,6,18,Pittsburgh Steelers / 1st / 30th pick / 2017,WattT.00,PIT
94,Armon Watts,27,DT,15,0,307,6-5,Arkansas,7/22/1996,4,1,Minnesota Vikings / 6th / 190th pick / 2019,WattAr01,PIT
87,Rodney Williams,25,TE,13,0,235,6-4,UT Martin,4/8/1998,1,0,,WillRo08,PIT
3,Brad Wing,32,P,2,0,205,6-2,LSU,1/27/1991,9,0,,WingBr00,PIT
,Team Total,26.8,,17,,238.4,6-2.0,,,4.0,,,,PIT
