No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional,Team
17,Arnold Ebiketie,24,OLB,17,6,250,6-2,"Temple,Penn St.",1/23/1999,1,4,Atlanta Falcons / 2nd / 38th pick / 2022,EbikAr00,ATL
52,Milo Eifler,25,LB,2,0,228,6-1,"Washington,Illinois",2/13/1998,2,0,,EiflMi00,ATL
55,Kaden Elliss,28,LB,17,17,238,6-2,Idaho,7/10/1995,4,8,New Orleans Saints / 7th / 244th pick / 2019,ElliKa00,ATL
43,Tucker Fisk,24,TE,6,2,285,6-4,Stanford,1/19/1999,1,0,,FiskTu00,ATL
No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),,ATL
87,John FitzPatrick,23,TE,9,0,250,6-7,Georgia,3/9/2000,1,0,Atlanta Falcons / 6th / 213th pick / 2022,FitzJo00,ATL
33,Tre Flowers,28,CB,17,3,200,6-3,Oklahoma St.,6/2/1995,5,2,Seattle Seahawks / 5th / 146th pick / 2018,FlowTr01,ATL
99,Joe Gaziano,27,DL,2,0,280,6-4,Northwestern,9/27/1996,3,0,,GaziJo01,ATL
95,Ta'Quon Graham,25,DL,15,2,307,6-4,Texas,12/1/1998,2,2,Atlanta Falcons / 5th / 148th pick / 2021,GrahTa00,ATL
27,Richie Grant,26,S,17,15,204,6-0,Central Florida,11/9/1997,2,6,Atlanta Falcons / 2nd / 40th pick / 2021,GranRi00,ATL
56,Jovaughn Gwyn,24,OL,1,0,301,6-2,South Carolina,3/18/1999,Rook,0,Atlanta Falcons / 7th / 225th pick / 2023,GwynJo00,ATL
96,Zach Harrison,22,DL,16,0,274,6-5,Ohio St.,8/14/2001,Rook,1,Atlanta Falcons / 3rd / 75th pick / 2023,HarrZa00,ATL
32,Jaylinn Hawkins,26,S,6,0,208,6-1,California,8/25/1997,3,0,Atlanta Falcons / 4th / 134th pick / 2020,HawkJa00,ATL
4,Taylor Heinicke,30,QB,5,4,210,6-1,Old Dominion,3/15/1993,6,3,,HeinTa00,ATL
37,DeMarcco Hellams,23,S,15,4,203,6-1,Alabama,6/5/2000,Rook,2,Atlanta Falcons / 7th / 224th pick / 2023,HellDe00,ATL
46,Parker Hesse,28,TE,3,0,251,6-3,Iowa,5/26/1995,2,0,,HessPa00,ATL
68,Kyle Hinton,25,OL,16,1,295,6-2,Washburn,2/27/1998,1,1,Minnesota Vikings / 7th / 253rd pick / 2020,HintKy00,ATL
12,KhaDarel Hodge,28,WR,17,4,208,6-2,"Alcorn St.,Hinds CC,Prairie View A&M",1/3/1995,5,2,,HodgKh00,ATL
18,Mack Hollins,30,WR,13,3,221,6-4,North Carolina,9/16/1993,6,2,Philadelphia Eagles / 4th / 118th pick / 2017,HollMa00,ATL
98,Timmy Horne,26,DL,3,0,323,6-4,"Charlotte,Kansas St.",10/25/1997,1,0,,HornTi00,ATL
94,Albert Huggins,26,DL,13,5,305,6-3,Clemson,6/27/1997,4,3,,HuggAl01,ATL
21,Mike Hughes,26,CB,15,4,191,5-10,"North Carolina,Central Florida",2/11/1997,5,2,Minnesota Vikings / 1st / 30th pick / 2018,HughMi00,ATL
42,Godwin Igwebuike,29,RB,2,0,213,6-0,Northwestern,9/10/1994,5,0,,IgweGo00,ATL
97,Grady Jarrett,30,DL,8,8,288,6-0,Clemson,4/28/1993,8,4,Atlanta Falcons / 5th / 137th pick / 2015,JarrGr00,ATL
15,Van Jefferson,27,WR,12,5,200,6-1,"Mississippi,Florida",7/26/1996,3,1,Los Angeles Rams / 2nd / 57th pick / 2020,JeffVa00,ATL
6,Younghoe Koo,29,K,17,0,193,5-10,Georgia Southern,8/3/1994,6,3,,KooxYo00,ATL
53,Nathan Landman,25,LB,16,14,238,6-3,Colorado,11/19/1998,1,7,,LandNa01,ATL
66,John Leglue,27,OL,1,0,310,6-7,Tulane,4/17/1996,2,0,,LeglJo00,ATL
63,Chris Lindstrom,26,G,16,16,307,6-3,Boston Col.,2/28/1997,4,9,Atlanta Falcons / 1st / 14th pick / 2019,LindCh00,ATL
5,Drake London,22,WR,16,16,213,6-4,USC,7/24/2001,1,7,Atlanta Falcons / 1st / 8th pick / 2022,LondDr00,ATL
72,LaCale London,26,DL,7,0,297,6-3,Western Illinois,8/5/1997,2,1,,LondLa00,ATL
51,DeAngelo Malone,24,OLB,17,0,246,6-3,Western Kentucky,7/12/1999,1,1,Atlanta Falcons / 3rd / 82nd pick / 2022,MaloDe00,ATL
70,Jake Matthews,31,T,17,17,309,6-5,Texas A&M,2/11/1992,9,7,Atlanta Falcons / 1st / 6th pick / 2014,MattJa00,ATL
49,Liam McCullough,26,LS,17,0,247,6-2,Ohio St.,6/5/1997,1,1,,McCuLi00,ATL
76,Kaleb McGary,28,T,14,14,306,6-6,Washington,2/22/1995,4,6,Atlanta Falcons / 1st / 31st pick / 2019,McGaKa00,ATL
16,Scott Miller,26,WR,17,0,174,5-9,Bowling Green,7/31/1997,4,1,Tampa Bay Buccaneers / 6th / 208th pick / 2019,MillSc01,ATL
64,Ryan Neuzil,26,OL,17,4,301,6-3,Appalachian St.,7/31/1997,1,2,,NeuzRy00,ATL
77,Storm Norton,29,OL,14,3,317,6-7,Toledo,5/16/1994,5,2,,NortSt00,ATL
1,Jeff Okudah,24,RCB,13,9,205,6-1,Ohio St.,2/2/1999,3,3,Detroit Lions / 1st / 3rd pick / 2020,OkudJe00,ATL
90,David Onyemata,31,DL,14,14,300,6-4,Manitoba,11/13/1992,7,7,New Orleans Saints / 4th / 120th pick / 2016,OnyeDa00,ATL
84,Cordarrelle Patterson,32,RB,14,0,220,6-2,Tennessee,3/17/1991,10,1,Minnesota Vikings / 1st / 29th pick / 2013,PattCo00,ATL
34,Clark Phillips,22,CB,11,5,184,5-9,Utah,12/19/2001,Rook,2,Atlanta Falcons / 4th / 113th pick / 2023,PhilCl00,ATL
13,Bradley Pinion,29,P,17,0,255,6-5,Clemson,6/1/1994,8,2,San Francisco 49ers / 5th / 165th pick / 2015,PiniBr00,ATL
8,Kyle Pitts,23,TE,17,15,246,6-6,Florida,10/6/2000,2,5,Atlanta Falcons / 1st / 4th pick / 2021,PittKy00,ATL
75,Isaiah Prince,26,T,2,0,305,6-7,Ohio St.,7/29/1997,4,0,Miami Dolphins / 6th / 202nd pick / 2019,PrinIs00,ATL
85,MyCole Pruitt,31,TE,17,8,258,6-2,Southern Illinois,3/24/1992,8,1,Minnesota Vikings / 5th / 143rd pick / 2015,PruiMy00,ATL
9,Desmond Ridder,24,QB,15,13,207,6-3,Cincinnati,8/31/1999,1,9,Atlanta Falcons / 3rd / 74th pick / 2022,RiddDe00,ATL
7,Bijan Robinson,21,RB,17,16,215,5-11,Texas,1/30/2002,Rook,9,Atlanta Falcons / 1st / 8th pick / 2023,RobiBi01,ATL
59,Andre Smith,26,LB,11,1,240,6-0,North Carolina,4/20/1997,5,2,Carolina Panthers / 7th / 234th pick / 2018,SmitAn04,ATL
81,Jonnu Smith,28,TE,17,6,248,6-3,Florida International,8/22/1995,6,5,Tennessee Titans / 3rd / 100th pick / 2017,SmitJo01,ATL
40,Keith Smith,31,FB,13,6,240,6-0,San Jose St.,4/8/1992,9,0,,SmitKe03,ATL
75,Kentavius Street,27,DL,5,5,287,6-2,North Carolina St.,5/8/1996,4,3,San Francisco 49ers / 4th / 128th pick / 2018,StreKe00,ATL
24,AJ Terrell,25,CB,17,17,194,6-1,Clemson,9/23/1998,3,6,Atlanta Falcons / 1st / 16th pick / 2020,TerrAJ00,ATL
73,Tyler Vrabel,23,OL,2,0,315,6-6,Boston Col.,6/24/2000,1,0,,VrabTy00,ATL
11,Logan Woodside,28,QB,1,0,213,6-1,Toledo,1/27/1995,3,0,Cincinnati Bengals / 7th / 249th pick / 2018,WoodLo00,ATL
,Team Total,26.5,,17,,249.2,6-2.4,,,3.4,,,,ATL
