No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),,Team
6,Lewis Cine,24,S,7,0,199,6-2,Georgia,10/5/1999,1,0,Minnesota Vikings / 1st / 32nd pick / 2022,CineLe00,MIN
72,Ezra Cleveland,25,LG,6,6,312,6-6,Boise St.,5/8/1998,3,2,Minnesota Vikings / 2nd / 58th pick / 2020,ClevEz00,MIN
8,Kirk Cousins,35,QB,8,8,205,6-3,Michigan St.,8/19/1988,11,7,Washington Redskins / 4th / 102nd pick / 2012,CousKi00,MIN
71,Christian Darrisaw,24,T,15,15,315,6-5,Virginia Tech,6/2/1999,2,7,Minnesota Vikings / 1st / 23rd pick / 2021,DarrCh00,MIN
0,Marcus Davenport,27,DL,4,3,265,6-6,Texas-San Antonio,9/4/1996,5,2,New Orleans Saints / 1st / 14th pick / 2018,DaveMa00,MIN
52,Sheldon Day,29,DL,6,1,294,6-1,Notre Dame,7/1/1994,7,1,Jacksonville Jaguars / 4th / 103rd pick / 2016,DayxSh00,MIN
42,Andrew DePaola,36,LS,17,0,229,6-1,Rutgers,7/28/1987,9,2,,DePaAn00,MIN
No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),,MIN
15,Joshua Dobbs,28,QB,5,4,220,6-3,Tennessee,1/26/1995,5,1,Pittsburgh Steelers / 4th / 135th pick / 2017,DobbJo00,MIN
45,Troy Dye,27,LB,15,2,231,6-3,Oregon,9/18/1996,3,2,Minnesota Vikings / 4th / 132nd pick / 2020,DyexTr00,MIN
21,Akayleb Evans,24,CB,15,15,198,6-2,"Tulsa,Missouri",6/22/1999,1,5,Minnesota Vikings / 4th / 118th pick / 2022,EvanAk00,MIN
37,Myles Gaskin,26,RB,2,0,199,5-10,Washington,2/15/1997,4,0,Miami Dolphins / 7th / 234th pick / 2019,GaskMy00,MIN
16,Jaren Hall,25,QB,3,2,207,6-0,BYU,3/24/1998,Rook,1,Minnesota Vikings / 5th / 164th pick / 2023,HallJa00,MIN
30,C.J. Ham,30,FB,17,5,250,5-11,Augustana (SD),7/22/1993,6,0,,HamxC.00,MIN
13,N'Keal Harry,26,WR,9,0,225,6-4,Arizona St.,12/17/1997,4,0,New England Patriots / 1st / 32nd pick / 2019,HarrNK00,MIN
58,Jordan Hicks,31,LB,13,13,235,6-1,Texas,6/27/1992,8,7,Philadelphia Eagles / 3rd / 84th pick / 2015,HickJo00,MIN
87,T.J. Hockenson,26,TE,15,11,248,6-5,Iowa,7/3/1997,4,7,Detroit Lions / 1st / 8th pick / 2019,HockTJ00,MIN
99,Danielle Hunter,29,OLB,17,17,263,6-5,LSU,10/29/1994,8,12,Minnesota Vikings / 3rd / 88th pick / 2015,HuntDa01,MIN
67,Ed Ingram,24,G,15,15,307,6-3,LSU,2/11/1999,1,6,Minnesota Vikings / 2nd / 59th pick / 2022,IngrEd00,MIN
81,Lucky Jackson,26,WR,3,0,186,6-0,Western Kentucky,7/17/1997,1,0,,JackLu00,MIN
25,Theo Jackson,25,S,15,0,198,6-1,Tennessee,10/2/1998,1,1,Tennessee Titans / 6th / 204th pick / 2022,JackTh00,MIN
9,Trishton Jackson,25,WR,7,0,191,6-1,"Michigan St.,Syracuse",3/9/1998,1,0,,JackTr02,MIN
18,Justin Jefferson,24,WR,10,9,195,6-1,LSU,6/16/1999,3,8,Minnesota Vikings / 1st / 22nd pick / 2020,JeffJu00,MIN
91,Patrick Jones II,25,OLB,17,4,264,6-4,Pittsburgh,9/29/1998,2,3,Minnesota Vikings / 3rd / 90th pick / 2021,JonePa00,MIN
1,Greg Joseph,29,K,17,0,206,6-0,Florida Atlantic,8/4/1994,5,2,,JoseGr00,MIN
94,Dean Lowry,29,DL,9,4,296,6-6,Northwestern,6/9/1994,7,3,Green Bay Packers / 4th / 137th pick / 2016,LowrDe00,MIN
2,Alexander Mattison,25,RB,16,13,220,5-11,Boise St.,6/19/1998,4,5,Minnesota Vikings / 3rd / 102nd pick / 2019,MattAl01,MIN
44,Josh Metellus,25,S,17,17,207,5-11,Michigan,1/21/1998,3,6,Minnesota Vikings / 6th / 205th pick / 2020,MeteJo00,MIN
12,Nick Mullens,28,QB,5,3,210,6-0,Southern Miss,3/21/1995,5,4,,MullNi00,MIN
86,Johnny Mundt,29,TE,17,0,233,6-4,Oregon,11/23/1994,6,1,,MundJo00,MIN
7,Byron Murphy,25,CB,14,14,190,5-11,Washington,1/18/1998,4,5,Arizona Cardinals / 2nd / 33rd pick / 2019,MurpBy00,MIN
34,Nick Muse,25,TE,2,0,252,6-5,"William & Mary,South Carolina",11/25/1998,1,0,Minnesota Vikings / 7th / 227th pick / 2022,MuseNi00,MIN
83,Jalen Nailor,24,WR,6,1,190,6-0,Michigan St.,3/2/1999,1,0,Minnesota Vikings / 6th / 191st pick / 2022,NailJa00,MIN
26,Kene Nwangwu,25,RB,9,0,210,6-1,Iowa St.,2/9/1998,2,0,Minnesota Vikings / 4th / 119th pick / 2021,NwanKe00,MIN
75,Brian O'Neill,28,T,14,14,310,6-7,Pittsburgh,9/15/1995,5,7,Minnesota Vikings / 2nd / 62nd pick / 2018,ONeiBr00,MIN
84,Josh Oliver,26,TE,17,14,259,6-5,San Jose St.,3/21/1997,4,2,Jacksonville Jaguars / 3rd / 69th pick / 2019,OlivJo00,MIN
17,K.J. Osborn,26,WR,16,12,200,6-0,"Buffalo,Miami (FL)",6/10/1997,3,4,Minnesota Vikings / 5th / 176th pick / 2020,OsboKJ00,MIN
40,Ivan Pace,23,LB,17,11,231,5-10,"Miami (OH),Cincinnati",12/16/2000,Rook,6,,PaceIv00,MIN
97,Harrison Phillips,27,DL,17,17,307,6-3,Stanford,1/25/1996,5,8,Buffalo Bills / 3rd / 96th pick / 2018,PhilHa00,MIN
19,Brandon Powell,28,WR,17,2,181,5-8,Florida,9/12/1995,5,3,,PoweBr00,MIN
76,David Quessenberry,33,T,16,4,310,6-5,San Jose St.,8/24/1990,6,3,Houston Texans / 6th / 176th pick / 2013,QuesDa00,MIN
62,Chris Reed,31,OL,2,0,314,6-3,Minnesota St.,7/22/1992,7,0,,ReedCh00,MIN
66,Dalton Risner,28,G,15,11,312,6-5,Kansas St.,7/13/1995,4,5,Denver Broncos / 2nd / 41st pick / 2019,RisnDa00,MIN
78,Jaquelin Roy,23,DL,12,1,305,6-3,LSU,10/22/2000,Rook,1,Minnesota Vikings / 5th / 141st pick / 2023,RoyxJa00,MIN
65,Austin Schlottmann,28,OL,9,3,300,6-6,TCU,9/18/1995,4,2,,SchlAu00,MIN
22,Harrison Smith,34,S,17,17,211,6-2,Notre Dame,2/2/1989,11,5,Minnesota Vikings / 1st / 29th pick / 2012,SmitHa00,MIN
50,T.J. Smith,26,DL,2,0,300,6-3,Arkansas,4/19/1997,2,0,,SmitTJ00,MIN
11,NaJee Thompson,23,CB,15,0,205,5-11,Georgia Southern,7/7/2000,Rook,1,,ThomNa00,MIN
95,Khyiris Tonga,27,DL,14,2,338,6-4,BYU,7/7/1996,2,2,Chicago Bears / 7th / 250th pick / 2021,TongKh00,MIN
74,Oli Udoh,26,T,2,1,320,6-6,Elon,2/14/1997,4,0,Minnesota Vikings / 6th / 193rd pick / 2019,UdohOl01,MIN
59,Nick Vigil,30,LB,8,0,239,6-2,Utah St.,8/20/1993,7,1,Cincinnati Bengals / 3rd / 87th pick / 2016,VigiNi00,MIN
43,Luiji Vilain,25,LB,1,0,252,6-4,"Michigan,Wake Forest",3/10/1998,1,0,,VilaLu00,MIN
20,Jay Ward,23,S,17,0,188,6-1,LSU,7/13/2000,Rook,1,Minnesota Vikings / 4th / 134th pick / 2023,WardJa00,MIN
51,Benton Whitley,24,LB,1,0,260,6-4,Holy Cross,2/12/1999,1,0,,WhitBe00,MIN
38,Jaylin Williams,23,CB,3,0,195,5-10,Indiana,2/26/2000,Rook,0,,WillJa14,MIN
29,Joejuan Williams,26,CB,2,0,212,6-3,Vanderbilt,12/6/1997,4,0,New England Patriots / 2nd / 45th pick / 2019,WillJo13,MIN
98,D.J. Wonnum,26,OLB,15,14,258,6-5,South Carolina,10/31/1997,3,8,Minnesota Vikings / 4th / 117th pick / 2020,WonnDJ00,MIN
14,Ryan Wright,23,P,17,0,245,6-3,Tulane,6/1/2000,1,2,,WrigRy00,MIN
,Team Total,26.4,,17,,243.3,6-2.2,,,3.4,,,,MIN
