No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),,Team
30,Juanyeh Thomas,23,S,16,1,217,6-3,Georgia Tech,6/24/2000,1,1,,ThomJu03,DAL
18,Jalen Tolbert,24,WR,17,6,195,6-1,South Alabama,2/27/1999,1,3,Dallas Cowboys / 3rd / 88th pick / 2022,TolbJa00,DAL
9,KaVontae Turpin,27,WR,16,0,153,5-9,TCU,8/2/1996,1,2,,TurpKa00,DAL
55,Leighton Vander Esch,26,LB,5,5,256,6-4,Boise St.,2/9/1997,5,3,Dallas Cowboys / 1st / 19th pick / 2018,VandLe00,DAL
42,Deuce Vaughn,22,RB,7,0,176,5-6,Kansas St.,11/2/2001,Rook,1,Dallas Cowboys / 6th / 212th pick / 2023,VaugDe00,DAL
79,Matt Waletzko,24,T,1,0,305,6-6,North Dakota,12/15/1999,1,0,Dallas Cowboys / 5th / 155th pick / 2022,WaleMa00,DAL
91,Tyrus Wheat,24,DE,12,0,260,6-2,"Copiah-Lincoln CC,Mississippi St.",12/8/1999,Rook,1,,WheaTy02,DAL
54,Sam Williams,24,DE,17,0,261,6-4,"Northeast Mississippi CC,Mississippi",3/31/1999,1,2,Dallas Cowboys / 2nd / 56th pick / 2022,WillSa00,DAL
6,Donovan Wilson,28,S,15,13,204,6-0,Texas A&M,2/21/1995,4,4,Dallas Cowboys / 6th / 213th pick / 2019,WilsDo01,DAL
25,Nahshon Wright,25,CB,12,0,200,6-4,"Laney,Oregon St.",9/23/1998,2,0,Dallas Cowboys / 3rd / 99th pick / 2021,WrigNa00,DAL
,Team Total,26.4,,17,,244.4,6-2.5,,,3.5,,,,DAL
