No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),,Team
21,Ke'Shawn Vaughn,26,RB,6,0,214,5-10,"Illinois,Vanderbilt",5/4/1997,3,0,Tampa Bay Buccaneers / 3rd / 76th pick / 2020,VaugKe00,TAM
50,Vita Vea,28,NT,15,15,347,6-4,Washington,2/5/1995,5,7,Tampa Bay Buccaneers / 1st / 12th pick / 2018,VeaxVi00,TAM
73,Brandon Walton,25,OL,4,0,300,6-5,Florida Atlantic,3/18/1998,1,0,,WaltBr01,TAM
58,Markees Watts,24,OLB,7,0,240,6-1,Charlotte,12/7/1999,Rook,1,,WattMa00,TAM
89,David Wells,28,TE,5,0,260,6-6,San Diego St.,5/2/1995,2,0,,WellDa00,TAM
45,Devin White,25,LB,14,13,237,6-0,LSU,2/17/1998,4,6,Tampa Bay Buccaneers / 1st / 5th pick / 2019,WhitDe02,TAM
1,Rachaad White,24,RB,17,17,214,6-0,"Nebraska-Kearney,Mount San Antonio JC,Arizona St.",1/12/1999,1,10,Tampa Bay Buccaneers / 3rd / 91st pick / 2022,WhitRa01,TAM
31,Antoine Winfield Jr.,25,S,17,17,203,5-9,Minnesota,8/16/1998,3,15,Tampa Bay Buccaneers / 2nd / 45th pick / 2020,WinfAn00,TAM
78,Tristan Wirfs,24,T,17,17,320,6-5,Iowa,1/24/1999,3,10,Tampa Bay Buccaneers / 1st / 13th pick / 2020,WirfTr00,TAM
,Team Total,25.8,,17,,243.8,6-2.1,,,2.8,,,,TAM
