No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional,Team
43,Justice Hill,26,RB,16,5,195,5-10,Oklahoma St.,11/14/1997,4,5,Baltimore Ravens / 4th / 113th pick / 2019,HillJu00,BAL
45,DeAndre Houston-Carson,30,S,2,0,203,6-1,William & Mary,4/13/1993,7,0,Chicago Bears / 6th / 185th pick / 2016,HousDe00,BAL
44,Marlon Humphrey,27,CB,10,10,203,6-0,Alabama,7/8/1996,6,4,Baltimore Ravens / 1st / 16th pick / 2017,HumpMa00,BAL
2,Tyler Huntley,25,QB,5,1,205,6-1,Utah,2/3/1998,3,1,,HuntTy01,BAL
8,Lamar Jackson,26,QB,16,16,205,6-2,Louisville,1/7/1997,5,19,Baltimore Ravens / 1st / 32nd pick / 2018,JackLa00,BAL
98,Travis Jones,24,DT,17,0,338,6-4,Connecticut,10/15/1999,1,1,Baltimore Ravens / 3rd / 76th pick / 2022,JoneTr00,BAL
88,Charlie Kolar,24,TE,15,3,267,6-6,Iowa St.,2/10/1999,1,1,Baltimore Ravens / 4th / 128th pick / 2022,KolaCh00,BAL
80,Isaiah Likely,23,TE,17,8,247,6-4,Coastal Carolina,4/18/2000,1,4,Baltimore Ravens / 4th / 139th pick / 2022,LikeIs00,BAL
64,Tyler Linderbaum,23,C,15,15,314,6-2,Iowa,4/7/2000,1,9,Baltimore Ravens / 1st / 25th pick / 2022,LindTy00,BAL
92,Nnamdi Madubuike,26,DT,17,17,305,6-3,Texas A&M,11/17/1997,3,15,Baltimore Ravens / 3rd / 71st pick / 2020,MaduJu00,BAL
38,Ben Mason,24,FB,1,0,254,6-3,Michigan,5/25/1999,1,0,Baltimore Ravens / 5th / 184th pick / 2021,MasoBe00,BAL
10,Arthur Maulet,30,CB,14,3,190,5-9,Memphis,7/13/1993,6,3,,MaulAr00,BAL
65,Patrick Mekari,26,OL,17,7,305,6-4,California,8/13/1997,4,4,,MekaPa00,BAL
34,Keaton Mitchell,21,RB,8,2,191,5-8,East Carolina,1/17/2002,Rook,4,,MitcKe01,BAL
48,Jeremiah Moon,25,LB,8,1,247,6-5,Florida,8/18/1998,1,1,,MoonJe00,BAL
78,Morgan Moses,32,T,14,14,318,6-6,Virginia,3/3/1991,9,8,Washington Redskins / 3rd / 66th pick / 2014,MoseMo00,BAL
61,Sam Mustipher,27,C,9,2,306,6-3,Notre Dame,8/13/1996,3,2,,MustSa01,BAL
90,David Ojabo,23,OLB,3,1,252,6-4,Michigan,5/17/2000,1,1,Baltimore Ravens / 2nd / 45th pick / 2022,OjabDa00,BAL
49,Tyler Ott,31,LS,17,0,252,6-3,Harvard,2/28/1992,8,1,,OttxTy00,BAL
99,Odafe Oweh,25,OLB,13,5,255,6-5,Penn St.,12/15/1998,2,3,Baltimore Ravens / 1st / 31st pick / 2021,OwehJa00,BAL
53,Del'Shawn Phillips,27,LB,17,1,230,6-2,Illinois,10/9/1996,3,2,,PhilDe00,BAL
58,Michael Pierce,31,NT,17,17,355,6-0,Samford,11/6/1992,7,8,,PierMi00,BAL
6,Patrick Queen,24,LB,17,17,232,6-0,LSU,8/13/1999,3,15,Baltimore Ravens / 1st / 28th pick / 2020,QueePa00,BAL
42,Patrick Ricard,29,FB,17,9,300,6-3,Maine,5/27/1994,6,1,,RicaPa00,BAL
95,Tavius Robinson,24,OLB,17,1,262,6-6,"Guelph,Mississippi",1/3/1999,Rook,2,Baltimore Ravens / 4th / 124th pick / 2023,RobiTa00,BAL
51,Josh Ross,24,LB,3,0,229,6-0,Michigan,10/31/1999,1,0,,RossJo01,BAL
25,Kevon Seymour,30,CB,8,0,188,6-0,USC,11/30/1993,7,1,Buffalo Bills / 6th / 218th pick / 2016,SeymKe00,BAL
76,John Simpson,26,G,17,17,330,6-4,Clemson,8/19/1997,3,8,Las Vegas Raiders / 4th / 109th pick / 2020,SimpJo00,BAL
30,Trenton Simpson,22,LB,15,0,235,6-2,Clemson,6/14/2001,Rook,2,Baltimore Ravens / 3rd / 86th pick / 2023,SimpTr00,BAL
0,Roquan Smith,26,LB,16,16,230,6-1,Georgia,4/8/1997,5,17,Chicago Bears / 1st / 8th pick / 2018,SmitRo07,BAL
79,Ronnie Stanley,29,T,13,13,310,6-6,Notre Dame,3/18/1994,7,8,Baltimore Ravens / 1st / 6th pick / 2016,StanRo00,BAL
21,Brandon Stephens,26,DB,16,16,215,6-1,"UCLA,SMU",12/29/1997,2,6,Baltimore Ravens / 3rd / 104th pick / 2021,StepBr01,BAL
26,Geno Stone,24,SS/FS,17,11,210,5-11,Iowa,4/19/1999,3,6,Baltimore Ravens / 7th / 219th pick / 2020,StonGe00,BAL
11,Jordan Stout,25,P,17,0,209,6-3,"Virginia Tech,Penn St.",8/4/1998,1,2,Baltimore Ravens / 4th / 130th pick / 2022,StouJo00,BAL
18,Laquon Treadwell,28,WR,5,1,215,6-2,Mississippi,6/14/1995,7,0,Minnesota Vikings / 1st / 23rd pick / 2016,TreaLa00,BAL
9,Justin Tucker,34,K,17,0,191,6-1,Texas,11/21/1989,11,3,,TuckJu00,BAL
97,Brent Urban,32,DE,17,3,309,6-7,Virginia,5/5/1991,8,3,Baltimore Ravens / 4th / 134th pick / 2014,UrbaBr00,BAL
50,Kyle Van Noy,32,OLB,14,3,255,6-3,BYU,3/26/1991,9,3,Detroit Lions / 2nd / 40th pick / 2014,VanNKy00,BAL
16,Tylan Wallace,24,WR,11,0,202,5-11,Oklahoma St.,5/13/1999,2,1,Baltimore Ravens / 4th / 131st pick / 2021,WallTy00,BAL
29,Ar'Darius Washington,24,S,2,1,180,5-8,TCU,11/2/1999,2,0,,WashAr00,BAL
96,Broderick Washington Jr.,27,DT,16,5,315,6-2,Texas Tech,12/4/1996,3,4,Baltimore Ravens / 5th / 170th pick / 2020,WashBr01,BAL
22,Damarion Williams,25,CB,1,0,180,5-10,"Highland (KS),Houston",7/15/1998,1,0,Baltimore Ravens / 4th / 141st pick / 2022,WillDa15,BAL
32,Marcus Williams,27,S,11,11,204,6-1,Utah,9/8/1996,6,4,New Orleans Saints / 2nd / 42nd pick / 2017,WillMa06,BAL
41,Daryl Worley,28,CB,12,2,210,6-1,West Virginia,2/22/1995,7,1,Carolina Panthers / 3rd / 77th pick / 2016,WorlDa00,BAL
36,Owen Wright,24,RB,1,0,217,5-9,"William & Mary,Monmouth",2/28/1999,Rook,0,,WrigOw00,BAL
23,Rock Ya-Sin,27,CB,14,1,195,5-11,Temple,5/23/1996,4,1,Indianapolis Colts / 2nd / 34th pick / 2019,Ya-SRo00,BAL
70,Kevin Zeitler,33,G,15,15,340,6-4,Wisconsin,3/8/1990,11,9,Cincinnati Bengals / 1st / 27th pick / 2012,ZeitKe00,BAL
,Team Total,26.7,,17,,240.9,6-1.7,,,4.0,,,,BAL
