No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional,Team
71,Ryan Ramczyk,29,T,12,12,314,6-6,Wisconsin,4/22/1994,6,6,New Orleans Saints / 1st / 32nd pick / 2017,RamcRy00,NOR
97,Malcolm Roach,25,DL,12,0,290,6-3,Texas,6/9/1998,3,1,,RoacMa01,NOR
51,Cesar Ruiz,24,OL,16,16,316,6-4,Michigan,6/14/1999,3,7,New Orleans Saints / 1st / 24th pick / 2020,RuizCe00,NOR
64,Nick Saldiveri,23,OL,4,0,316,6-6,Old Dominion,8/14/2000,Rook,0,New Orleans Saints / 4th / 103rd pick / 2023,SaldNi00,NOR
99,Khalen Saunders,27,DT,17,17,324,6-0,Western Illinois,8/9/1996,4,8,Kansas City Chiefs / 3rd / 84th pick / 2019,SaunKh00,NOR
45,Nephi Sewell,25,LB,16,0,228,6-0,"Nevada,Utah",12/19/1998,1,1,,SeweNe00,NOR
22,Rashid Shaheed,25,WR,15,8,180,6-0,Weber St.,8/31/1998,1,8,,ShahRa00,NOR
93,Nathan Shepherd,30,DT,17,17,315,6-4,Fort Hays St.,10/9/1993,5,9,New York Jets / 3rd / 72nd pick / 2018,ShepNa00,NOR
25,Daniel Sorensen,33,S,2,0,208,6-2,BYU,3/5/1990,9,0,,SoreDa01,NOR
42,Ty Summers,28,LB,15,0,241,6-1,TCU,12/31/1995,4,1,Green Bay Packers / 7th / 226th pick / 2019,SummTy00,NOR
1,Alontae Taylor,25,CB,17,13,199,6-1,Tennessee,12/3/1998,1,6,New Orleans Saints / 2nd / 49th pick / 2022,TaylAl01,NOR
13,Michael Thomas,30,WR,10,7,212,6-3,Ohio St.,3/3/1993,7,4,New Orleans Saints / 2nd / 47th pick / 2016,ThomMi05,NOR
98,Payton Turner,24,DE,2,0,270,6-6,Houston,1/7/1999,2,0,New Orleans Saints / 1st / 28th pick / 2021,TurnPa02,NOR
20,Pete Werner,24,LB,16,16,242,6-3,Ohio St.,6/5/1999,2,9,New Orleans Saints / 2nd / 60th pick / 2021,WernPe00,NOR
21,Jamaal Williams,28,RB,13,4,224,6-0,BYU,4/3/1995,6,2,Green Bay Packers / 4th / 134th pick / 2017,WillJa06,NOR
2,Jameis Winston,29,QB,7,0,230,6-4,Florida St.,1/6/1994,8,1,Tampa Bay Buccaneers / 1st / 1st pick / 2015,WinsJa00,NOR
49,Zach Wood,30,LS,17,0,255,6-3,SMU,1/10/1993,6,1,,WoodZa00,NOR
27,Isaac Yiadom,27,CB,17,8,232,6-1,Boston Col.,2/20/1996,5,4,Denver Broncos / 3rd / 99th pick / 2018,YiadIs00,NOR
67,Landon Young,26,T,13,4,321,6-7,Kentucky,8/21/1997,2,3,New Orleans Saints / 6th / 206th pick / 2021,YounLa00,NOR
,Team Total,27.3,,17,,245.4,6-2.4,,,4.2,,,,NOR
