No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional,Team
50,Jack Gibbens,25,LB,14,13,242,6-3,"Abilene Christian,Minnesota",11/24/1998,1,6,,GibbJa00,TEN
57,Luke Gifford,28,LB,11,1,243,6-3,Nebraska,8/28/1995,4,1,,GiffLu00,TEN
51,Trevis Gipson,26,OLB,8,0,263,6-4,Tulsa,6/13/1997,3,1,Chicago Bears / 5th / 155th pick / 2020,GipsTr00,TEN
30,Tay Gowan,25,CB,1,0,185,6-2,"Butler (KS),Central Florida",1/7/1998,2,0,Arizona Cardinals / 6th / 223rd pick / 2021,GowaTa00,TEN
22,Derrick Henry,29,RB,17,17,247,6-2,Alabama,1/4/1994,7,9,Tennessee Titans / 2nd / 45th pick / 2016,HenrDe00,TEN
37,Amani Hooker,25,DB,13,13,210,5-11,Iowa,6/14/1998,4,5,Tennessee Titans / 4th / 116th pick / 2019,HookAm00,TEN
10,DeAndre Hopkins,31,WR,17,16,212,6-1,Clemson,6/6/1992,10,10,Houston Texans / 1st / 27th pick / 2013,HopkDe00,TEN
66,Chris Hubbard,32,OL,9,9,295,6-4,Ala-Birmingham,4/23/1991,9,3,,HubbCh00,TEN
5,Kearis Jackson,24,WR,2,0,196,5-11,Georgia,12/9/1999,Rook,0,,JackKe02,TEN
39,Matthew Jackson,25,S,10,0,209,6-1,Eastern Kentucky,11/9/1998,Rook,1,,JackMa04,TEN
94,Jaleel Johnson,29,DT,12,4,316,6-3,Iowa,7/12/1994,6,3,Minnesota Vikings / 4th / 109th pick / 2017,JohnJa09,TEN
52,Joseph Jones,29,LB,4,0,231,6-0,Northwestern,2/21/1994,6,0,,JoneJo05,TEN
90,Naquan Jones,25,DT,8,1,313,6-3,Michigan St.,2/5/1998,2,1,,JoneNa01,TEN
40,Anthony Kendall,24,CB,16,0,188,5-10,Baldwin Wallace,12/17/1999,Rook,1,,KendAn00,TEN
49,Arden Key,27,OLB,17,9,240,6-5,LSU,5/3/1996,5,5,Oakland Raiders / 3rd / 87th pick / 2018,KeyxAr00,TEN
12,Mason Kinsey,25,WR,6,0,200,5-11,Berry,8/29/1998,2,0,,KinsMa00,TEN
58,Harold Landry,27,OLB,17,10,252,6-2,Boston Col.,6/5/1996,5,6,Tennessee Titans / 2nd / 41st pick / 2018,LandHa00,TEN
62,Corey Levin,29,OL,16,0,307,6-4,Chattanooga,8/12/1994,5,1,Tennessee Titans / 6th / 217th pick / 2017,LeviCo00,TEN
8,Will Levis,24,QB,9,9,229,6-4,"Penn St.,Kentucky",6/27/1999,Rook,6,Tennessee Titans / 2nd / 33rd pick / 2023,LeviWi00,TEN
21,Roger McCreary,23,CB,15,11,190,5-11,Auburn,2/10/2000,1,4,Tennessee Titans / 2nd / 35th pick / 2022,McCrRo01,TEN
69,TK McLendon,23,DE,7,2,275,6-4,"Copiah-Lincoln CC,LSU,Eastern Kentucky",2/27/2000,Rook,2,,McLeTK00,TEN
24,Elijah Molden,24,CB,15,8,192,5-10,Washington,1/30/1999,2,4,Tennessee Titans / 3rd / 100th pick / 2021,MoldEl00,TEN
11,Chris Moore,30,WR,17,5,200,6-1,Cincinnati,6/16/1993,7,4,Baltimore Ravens / 4th / 107th pick / 2016,MoorCh00,TEN
42,Caleb Murphy,24,OLB,3,0,254,6-3,"Grand Valley St.,Ferris St.",12/15/1999,Rook,0,,MurpCa00,TEN
0,Sean Murphy-Bunting,26,LCB,14,14,195,6-0,Central Michigan,6/19/1997,4,6,Tampa Bay Buccaneers / 2nd / 39th pick / 2019,BuntSe00,TEN
73,Justin Murray,30,T,4,0,315,6-5,Cincinnati,4/19/1993,5,0,,MurrJu00,TEN
67,Xavier Newman-Johnson,24,G,3,1,297,6-2,Baylor,8/4/1999,1,0,,NewmXa00,TEN
61,John Ojukwu,24,OL,3,3,309,6-5,Boise St.,1/9/1999,Rook,1,,OjukJo00,TEN
85,Chigoziem Okonkwo,24,TE,17,11,238,6-3,Maryland,9/8/1999,1,5,Tennessee Titans / 4th / 143rd pick / 2022,OkonCh00,TEN
92,Jayden Peevy,24,DT,1,0,308,6-5,Texas A&M,9/3/1999,1,0,,PeevJa00,TEN
95,Kyle Peko,30,DT,13,10,305,6-1,Oregon St.,7/23/1993,7,5,,PekoKy00,TEN
78,Nicholas Petit-Frere,24,OL,3,2,316,6-5,Ohio St.,9/15/1999,1,1,Tennessee Titans / 3rd / 69th pick / 2022,PetiNi00,TEN
18,Kyle Philips,24,WR,9,0,189,5-11,UCLA,6/17/1999,1,2,Tennessee Titans / 5th / 163rd pick / 2022,PhilKy01,TEN
86,Kevin Rader,28,TE,14,0,250,6-4,Youngstown St.,4/26/1995,3,0,,RadeKe00,TEN
75,Dillon Radunz,25,OL,16,11,301,6-6,North Dakota St.,3/28/1998,2,4,Tennessee Titans / 2nd / 53rd pick / 2021,RaduDi00,TEN
41,Otis Reese,25,LB,7,3,214,6-3,"Georgia,Mississippi",7/2/1998,Rook,2,,ReesOt00,TEN
56,Monty Rice,24,LB,12,0,233,6-0,Georgia,1/8/1999,2,1,Tennessee Titans / 3rd / 92nd pick / 2021,RiceMo00,TEN
76,Andrew Rupcich,24,OL,5,2,318,6-6,Culver-Stockton,4/1/1999,1,1,,RupcAn00,TEN
36,Kendall Sheffield,27,DB,2,0,212,5-10,Ohio St.,5/30/1996,4,0,Atlanta Falcons / 4th / 111th pick / 2019,ShefKe00,TEN
98,Jeffery Simmons,26,DT,12,12,305,6-4,Mississippi St.,7/28/1997,4,6,Tennessee Titans / 1st / 19th pick / 2019,SimmJe01,TEN
77,Peter Skoronski,22,OL,14,14,313,6-4,Northwestern,7/31/2001,Rook,5,Tennessee Titans / 1st / 11th pick / 2023,SkorPe00,TEN
32,Tyjae Spears,22,RB,17,1,195,5-11,Tulane,6/15/2001,Rook,6,Tennessee Titans / 3rd / 81st pick / 2023,SpeaTy00,TEN
97,Taylor Stallworth,28,DT,1,0,305,6-2,South Carolina,8/18/1995,5,0,,StalTa00,TEN
4,Ryan Stonehouse,24,P,12,0,193,5-10,Colorado St.,5/11/1999,1,3,,StonRy00,TEN
17,Ryan Tannehill,35,QB,10,8,217,6-4,Texas A&M,7/27/1988,11,5,Miami Dolphins / 1st / 8th pick / 2012,TannRy00,TEN
93,Teair Tart,26,LDT,11,9,315,6-2,Florida International,2/28/1997,3,4,,TartTe00,TEN
72,Calvin Throckmorton,27,OL,6,0,311,6-5,Oregon,8/16/1996,2,0,,ThroCa01,TEN
20,Kindle Vildor,26,CB,2,0,189,5-11,Georgia Southern,12/11/1997,3,0,Chicago Bears / 5th / 163rd pick / 2020,VildKi00,TEN
35,K'Von Wallace,26,S,10,7,205,5-11,Clemson,7/25/1997,3,3,Philadelphia Eagles / 4th / 127th pick / 2020,WallKV00,TEN
54,Garret Wallow,24,LB,3,0,230,6-2,TCU,1/25/1999,2,0,Houston Texans / 5th / 170th pick / 2021,WallGa00,TEN
20,Jonathan Ward,26,RB,7,0,202,6-0,Central Michigan,9/30/1997,3,0,,WardJo00,TEN
99,Rashad Weaver,26,OLB,15,0,259,6-4,Pittsburgh,11/10/1997,2,1,Tennessee Titans / 4th / 135th pick / 2021,WeavRa00,TEN
88,Trevon Wesco,28,TE,15,10,267,6-3,West Virginia,9/12/1995,4,0,New York Jets / 4th / 121st pick / 2019,WescTr00,TEN
15,Nick Westbrook-Ikhine,26,WR,14,9,211,6-2,Indiana,3/21/1997,3,3,,WestNi00,TEN
81,Josh Whyle,24,TE,11,3,248,6-6,Cincinnati,9/8/1999,Rook,1,Tennessee Titans / 5th / 147th pick / 2023,WhylJo01,TEN
7,Malik Willis,24,QB,3,0,219,6-1,"Auburn,Liberty",5/25/1999,1,0,Tennessee Titans / 3rd / 86th pick / 2022,WillMa12,TEN
13,Ty Zentner,25,P,5,0,199,6-2,"Butler (KS),Kansas St.",6/7/1998,Rook,1,,ZentTy00,TEN
,Team Total,26.2,,17,,247.1,6-2.0,,,3.0,,,,TEN
